Bedroom,Bathroom,Property Size,Ad List,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,Firm Type,Firm Number,REN Number,Park,School,price
4.0,2.0,1353.0,103342419,"Playground, Sauna, Parking, Swimming Pool, Gymnasium, Security, Barbeque area, Lift, Minimart, Multipurpose hall, Club house, Jogging Track, Squash Court",Mutiara Austin,Ideal Property Group,Freehold,"Jalan Mutiara Emas, Mount Austin, Johor Bahru, Johor",2026.0,20.0,462.0,Apartment,2.0,Medium,Bumi Lot,E,13935,REN 55068,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,340000
4.0,2.0,1353.0,103318967,"Security, Playground, Sauna, Parking, Gymnasium, Swimming Pool, Barbeque area, Lift, Minimart, Multipurpose hall, Jogging Track, Club house, Squash Court",Mutiara Austin,Ideal Property Group,Freehold,"Jalan Mutiara Emas, Mount Austin, Johor Bahru, Johor",2026.0,20.0,462.0,Apartment,2.0,Medium,Bumi Lot,E,13935,REN 55068,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,340000
1.0,1.0,460.0,100263832,"Security, Swimming Pool, Gymnasium",Paramount Utropolis,Paramount Property,Freehold,"Jalan Kontraktor U1/14, Hicom-Glenmarie Industrial Park, Shah Alam, Selangor",2020.0,12.0,136.0,Service Residence,1.0,Medium,Non Bumi Lot,E,11584,REN 27333,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Montfort Boys Town,288000
3.0,2.0,1100.0,99115455,"Playground, Swimming Pool, Parking, Security, Barbeque area, Multipurpose hall",Sri Mekar Apartment,Ideal Property Group,Freehold,"Jalan Tempua 3, Puchong, Selangor",2014.0,5.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 27333,"Park at Residensi Jalan Bangau, Subang Jaya
Park at Kawasan Perumahan Tempua, Bandar Puchong Jaya
Park at Sri Teratai Park, Bandar Puchong Jaya
Park at Taman Tenaga, Subang Jaya
Park at Taman Permainan belakang SKS2BK, Bandar Kinrara","Sekolah Menengah Kebangsaan Bandar Puchong Jaya (B)
Sekolah Kebangsaan Puchong Jaya
Sekolah Kebangsaan Bandar Kinrara Seksyen 2",318000
3.0,2.0,1018.0,103526659,"Multipurpose hall, Jogging Track, Security, Playground, Swimming Pool, Lift, Parking",Vista Millennium Condominiums,Millennium Land Sdn Bhd,Leasehold,"Jalan Desa Millennia 2, Taman Puchong Perdana, Puchong, Selangor",2014.0,16.0,1000.0,Condominium,1.0,Medium,Bumi Lot,VE,10134,REN 41845,"Park at Taman Permainan Prima 2, Subang Jaya
Park at Taman Permainan Prima 1, Kampung Sri Langkas Tambahan
Park at Kampung Sri Langkas Tambahan, Subang Jaya
Park 2 at Puchong Perdana, Subang Jaya
Park at Taman Tasik Puchong Perdana, Puchong Perdana","Sekolah Kebangsaan Puchong Perdana
Kafa Integrasi Pangsa Perdana
Sekolah Menengah Kebangsaan Puchong Perdana
KAFA INTEGRASI MADRASATUL IKHWAN
Sekolah Kebangsaan Puchong Indah",335000
3.0,2.0,880.0,103779862,"Parking, Playground, Gymnasium, Barbeque area, Security, Swimming Pool, Lift",Ocean View (Bandar Sri Pinang),Ideal Property Group,Leasehold,"Lebuh Sungai Pinang 1, Jelutong, Penang",2014.0,11.0,462.0,Apartment,1.0,Low,Non Bumi Lot,E,11924,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,469000
3.0,2.0,1265.0,103779860,"Security, Gymnasium, Multipurpose hall, Parking, Playground, Swimming Pool",Berlian Residence @ Setapak,Platinum Victory Development Sdn Bhd,Freehold,"Jalan Semarak Api 4, Taman Tai Onn, Setapak, Kuala Lumpur",2020.0,32.0,228.0,Condominium,2.0,Medium,Non Bumi Lot,E,11584,REN 62608,"Park 1 at Rumah Pangsa Taman Danau Kota, Setapak, Kuala Lumpur, Malaysia
Park at Desa Gombak, Setapak, Kuala Lumpur, Malaysia
Park 2 at Rumah Pangsa Taman Danau Kota, Setapak, Kuala Lumpur, Malaysia
Park at Taman Ayer Panas, Setapak, Kuala Lumpur, Malaysia","SJK (C) Mun Yee
Chong Hwa Secondary School
SK Setapak",520000
3.0,2.0,850.0,102781949,"Security, Playground",Indah Condominium,Ideal Property Group,Leasehold,"Jalan PJU 10/9, Prima Damansara, Petaling Jaya, Selangor",2014.0,20.0,462.0,Condominium,1.0,Low,Non Bumi Lot,E,13214,REN 49100,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,255000
4.0,4.0,2045.0,103566354,"Lift, Playground, Security, Parking, Swimming Pool, Gymnasium, Barbeque area, Sauna, Tennis Court, Multipurpose hall",Armanee,MK Land Holdings,Leasehold,"Jalan PJU 10/1C, Damansara Damai, Selangor",2006.0,10.0,733.0,Condominium,2.0,Medium,Bumi Lot,E,11959,REN 34112,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,600000
2.0,2.0,958.0,99643828,"Swimming Pool, Gymnasium, Security, Lift, Parking",All Seasons Park,Ideal Property Group,Leasehold,"Lebuhraya Thean Teik, Ayer Itam, Penang",2014.0,20.0,462.0,Service Residence,1.0,Low,Non Bumi Lot,E,11924,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,830000
3.0,2.0,1103.0,103780041,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Sauna, Gymnasium",Quaver Residence,Chin Hin Group,Leasehold,"Kuala Lumpur-Seremban Expy, Seri Kembangan, Selangor",2026.0,40.0,684.0,Service Residence,2.0,Medium,Non Bumi Lot,E,11766,REN 39782,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,433000
3.0,2.0,753.0,98490601,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Seri Saujana Apartment,PLB Land Sdn Bhd,Leasehold,"Jalan SP 4/4, Bandar Saujana Putra, Jenjarom, Selangor",2014.0,20.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 18921,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Sekolah Menengah Kebangsaan Bandar Saujana Putra,179000
4.0,3.0,1238.0,93303364,"Gymnasium, Playground, Sauna, Security, Swimming Pool",Saville Residence,MKH Berhad,Freehold,"No.128 3rd Mile, Jalan Klang Lama, Old Klang Road, Kuala Lumpur",2009.0,18.0,181.0,Condominium,2.0,Medium,Non Bumi Lot,E,11572,REN 29768,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,570000
2.0,1.0,700.0,100693424,"Multipurpose hall, Jogging Track, Gymnasium, Barbeque area, Playground, Parking, Security, Lift",All Seasons Park,Ideal Property Group,Freehold,"Lebuhraya Thean Teik, Ayer Itam, Penang",2014.0,20.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,E,11924,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,420000
2.0,2.0,620.0,100678767,"Parking, Security",All Seasons Park,Ideal Property Group,Freehold,"Lebuhraya Thean Teik, Ayer Itam, Penang",2014.0,20.0,462.0,Apartment,1.0,Low,Non Bumi Lot,E,11924,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,235000
3.0,2.0,700.0,102803700,"Minimart, Parking, Security, Lift, Swimming Pool",Marina Tower Relau,Ideal Property Group,Freehold,"Lebuh Relau 1, Bayan Lepas, Penang",1994.0,18.0,136.0,Condominium,1.0,Medium,Non Bumi Lot,E,11924,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,330000
3.0,2.0,780.0,103779790,"Parking, Security, Playground, Barbeque area",Pangsapuri Sri Alpinia,IOI Properties Group Berhad,Freehold,"Persiaran Indera, Pusat Bandar Puchong, Puchong, Selangor",2014.0,5.0,281.0,Apartment,1.0,Low,Non Bumi Lot,E,11605,REN 04532,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,260000
3.0,2.0,1033.0,103779780,"Tennis Court, Jogging Track, Barbeque area, Security, Club house, Parking, Playground, Swimming Pool, Squash Court, Multipurpose hall, Lift",All Seasons Park,Ideal Property Group,Leasehold,"Lebuhraya Thean Teik, Ayer Itam, Penang",2014.0,20.0,462.0,Condominium,1.0,Medium,Bumi Lot,VE,10294,REN 42399,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,429000
3.0,2.0,850.0,103779798,"Sauna, Parking, Security, Swimming Pool, Gymnasium, Playground, Jogging Track, Lift, Minimart, Barbeque area, Tennis Court, Squash Court, Multipurpose hall, Club house",Pangsapuri Cemara (Seri Kembangan),Ideal Property Group,Leasehold,"Jalan Pinggiran 1/1, Taman Pinggiran Putra, Seri Kembangan, Selangor",2014.0,5.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,E,11307,REN 11145,"Park at Taman Pinggiran Putra, Putra Permai
Park at Pangsapuri Putra Indah, Putra Permai
Park at Villa Heights, Putra Permai",Alice Smith School,248000
3.0,2.0,770.0,103779789,"Security, Gymnasium, Barbeque area, Sauna, Club house, Playground, Swimming Pool, Squash Court, Lift, Multipurpose hall, Parking, Tennis Court, Minimart, Jogging Track",The Senai Garden,KCC Development (M) Sdn Bhd,Freehold,"Jalan Impian Senai Utama, Taman Impian Senai, Senai, Johor",2014.0,20.0,392.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 29083,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,295000
3.0,2.0,900.0,102718676,"Sauna, Swimming Pool, Security, Minimart, Jogging Track, Parking",Pangsapuri Suria 1 Batu Kawan,Ideal Property Group,Leasehold,"Jln Cassia Barat 1/1, Bandar Cassia, Batu Kawan, Penang",2014.0,20.0,462.0,Apartment,1.0,High,Non Bumi Lot,E,11605,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,290000
3.0,2.0,930.0,103779846,"Playground, Swimming Pool, Barbeque area, Parking, Security, Minimart, Sauna",Merdeka Villa,Perbadanan Kemajuan Negeri Selangor (PKNS),Leasehold,"Jalan Merdeka Permai 2, Kampung Baru Ampang, Ampang, Kuala Lumpur",2006.0,15.0,462.0,Apartment,1.0,Medium,Bumi Lot,E,11584,REN 57036,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,260000
3.0,1.0,622.0,103779834,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Taman Sri Idaman,Ideal Property Group,Freehold,"Taman Air Putih, Ayer Itam, Penang",2014.0,20.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,E,31160,REN 09115,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,328000
3.0,2.0,806.0,103779810,"Parking, Security, Swimming Pool, Lift, Playground",Puncak Banyan,Connaught Heights Sdn Bhd,Freehold,"Jalan Puncak Gading, Taman Connaught, Cheras, Kuala Lumpur",2007.0,20.0,1.0,Condominium,1.0,Low,Non Bumi Lot,E,31936,REN 22963,"Park at Taman Connaught, Cheras, Kuala Lumpur, Malaysia","SMK Orkid Desa
SMK Taman Connaught
SJK(C) Taman Connaught
Rocklin Learning Center",305000
3.0,2.0,956.0,103585315,"Security, Swimming Pool, Parking, Minimart, Lift",Citra Embun,Ideal Property Group,Freehold,"2, Jln Bukit Citra 10/1, Taman Bukit Citra, Mantin, Negeri Sembilan",2014.0,20.0,462.0,Apartment,1.0,Medium,Bumi Lot,VE,10271,REN 36468,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,250000
3.0,2.0,829.0,101272625,"Parking, Security, Swimming Pool, Playground",Laman Suria (Kajang),Ideal Property Group,Freehold,"Jalan 2/1, Taman Aman Utara, Kajang, Selangor",2014.0,6.0,225.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,220000
3.0,2.0,1205.0,86046731,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall",Tamara,Putrajaya Holdings,Freehold,"Jalan P8h, Presint 8,  Wilayah Persekutuan, Putrajaya, Putrajaya",2016.0,20.0,462.0,Condominium,2.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,560000
4.0,2.0,1126.0,83621995,"Swimming Pool, Multipurpose hall, Security, Playground, Barbeque area, Parking, Lift, Gymnasium, Minimart",Saujana Aster,Peremba Jaya Holdings Sdn Bhd,Freehold,"Jalan P11h/1, Precinct 11, Putrajaya, Putrajaya",2014.0,20.0,226.0,Condominium,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,380000
3.0,2.0,1450.0,103780016,"Playground, Squash Court, Sauna, Lift, Security, Parking, Minimart, Swimming Pool, Gymnasium, Barbeque area",1-Sky (1-World II),Ideal Capital Intelligence Sdn Bhd,Leasehold,"Tingkat Mahsuri, OFF Jalan Mahsuri,, Bayan Lepas, Penang",2012.0,26.0,250.0,Condominium,2.0,Medium,Non Bumi Lot,E,30510,REN 22937,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,565000
3.0,2.0,753.0,102494161,"Playground, Minimart, Parking",Permai Apartment,Ideal Property Group,Leasehold,"Jalan Tropicana Selatan, Petaling Jaya, Selangor",2014.0,20.0,462.0,Apartment,1.0,High,Bumi Lot,E,11584,REN 22963,"Park at Tropicana Park, Tropicana Golf & Country Resort
Park at Mayang Park, Taman Bukit Mayang Mas","Sekolah Kebangsaan Tropicana
Sekolah Menengah Kebangsaan Tropicana
Sekolah Jenis Kebangsaan (T) Ldg Effingham
Sekolah Jenis Kebangsaan(C) Damansara
St. Joseph's Institution
The British International School of Kuala Lumpur
Sekolah Kebangsaan Bandar Utama Damansara",250000
3.0,2.0,1050.0,103780012,"Parking, Security, Lift",Halaman Pulau Tikus,Ideal Property Group,Freehold,"Halaman Road, 10350 Pulau Tikus, Penang, Pulau Tikus, Penang",2014.0,8.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,E,11834,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,680000
